P(Pa),H(J/mol),T(K),S(J/mol/K),V,,,,,,,,
23490909.09,39564.57025,652.8998482,82.36297282,0,,,,,,,,
23742424.24,39564.57025,653.8832926,82.33831971,0,,,,,,,,
23993939.39,39564.57025,654.8558007,82.31392506,0,,,,,,,,
24245454.55,39564.57025,655.816999,82.28977959,0,,,,,,,,
24496969.7,39564.57025,656.7666158,82.26587449,0,,,,,,,,
24748484.85,39564.57025,657.7044737,82.24220152,0,,,,,,,,
25000000,39564.57025,658.6304789,82.21875288,0,,,,,,,,
100000,40213.531,372.7591556,111.1732708,0.80386419,,,,,,,,
351515.1515,40213.531,412.1621642,103.1492467,0.767154928,,,,,,,,
603030.303,40213.531,432.1752782,99.88886804,0.748611762,,,,,,,,
854545.4545,40213.531,446.3109408,97.85662996,0.735634778,,,,,,,,
1106060.606,40213.531,457.4560519,96.39481719,0.725497571,,,,,,,,
1357575.758,40213.531,466.7566801,95.26183186,0.71711356,,,,,,,,
1609090.909,40213.531,474.7933665,94.34216619,0.709931682,,,,,,,,
1860606.061,40213.531,481.9037666,93.57172435,0.703631457,,,,,,,,
2112121.212,40213.531,488.3028405,92.91130317,0.698009036,,,,,,,,
2363636.364,40213.531,494.1364938,92.33521082,0.692926241,,,,,,,,
2615151.515,40213.531,499.5086257,91.82571707,0.688284849,,,,,,,,
2866666.667,40213.531,504.4960344,91.37008392,0.684012416,,,,,,,,
3118181.818,40213.531,509.1572065,90.95886031,0.680053909,,,,,,,,
3369696.97,40213.531,513.5377868,90.58484619,0.676366506,,,,,,,,
3621212.121,40213.531,517.6741325,90.24243407,0.672916216,,,,,,,,
3872727.273,40213.531,521.5957088,89.92717427,0.669675599,,,,,,,,
4124242.424,40213.531,525.3267529,89.63547865,0.666622189,,,,,,,,
4375757.576,40213.531,528.8874601,89.36441318,0.663737363,,,,,,,,
4627272.727,40213.531,532.2948494,89.11154911,0.661005526,,,,,,,,
4878787.879,40213.531,535.5634066,88.87485412,0.658413497,,,,,,,,
5130303.03,40213.531,538.7055717,88.65261116,0.655950051,,,,,,,,
5381818.182,40213.531,541.7321131,88.44335697,0.653605564,,,,,,,,
5633333.333,40213.531,544.6524192,88.2458348,0.65137174,,,,,,,,
5884848.485,40213.531,547.4747286,88.05895767,0.649241391,,,,,,,,
6136363.636,40213.531,550.2063136,87.88177936,0.647208271,,,,,,,,
6387878.788,40213.531,552.8536285,87.71347134,0.645266932,,,,,,,,
6639393.939,40213.531,555.4224295,87.55330423,0.643412615,,,,,,,,
6890909.091,40213.531,557.9178742,87.40063273,0.64164116,,,,,,,,
7142424.242,40213.531,560.3446026,87.25488328,0.639948928,,,,,,,,
7393939.394,40213.531,562.7068059,87.11554399,0.638332744,,,,,,,,
7645454.545,40213.531,565.0082831,86.98215611,0.636789842,,,,,,,,
7896969.697,40213.531,567.2524892,86.85430708,0.635317824,,,,,,,,
8148484.848,40213.531,569.4425764,86.73162455,0.633914628,,,,,,,,
8400000,40213.531,571.5814289,86.61377138,0.632578494,,,,,,,,
8651515.152,40213.531,573.6716928,86.50044143,0.631307947,,,,,,,,
8903030.303,40213.531,575.7158017,86.39135588,0.630101771,,,,,,,,
9154545.455,40213.531,577.7159996,86.28626012,0.628958997,,,,,,,,
9406060.606,40213.531,579.6743597,86.18492107,0.627878893,,,,,,,,
9657575.758,40213.531,581.5928019,86.08712484,0.626860951,,,,,,,,
9909090.909,40213.531,583.473107,85.99267474,0.62590488,,,,,,,,
10160606.06,40213.531,585.3169307,85.90138945,0.625010608,,,,,,,,
10412121.21,40213.531,587.125814,85.81310154,0.624178274,,,,,,,,
10663636.36,40213.531,588.9011943,85.72765607,0.623408235,,,,,,,,
10915151.52,40213.531,590.6444139,85.64490941,0.622701062,,,,,,,,
11166666.67,40213.531,592.3567284,85.56472817,0.622057554,,,,,,,,
11418181.82,40213.531,594.0393136,85.4869883,0.621478737,,,,,,,,
11669696.97,40213.531,595.6932722,85.41157419,0.620965882,,,,,,,,
11921212.12,40213.531,597.3196392,85.33837801,0.620520512,,,,,,,,
12172727.27,40213.531,598.9193874,85.26729897,0.620144421,,,,,,,,
12424242.42,40213.531,600.4934322,85.19824278,0.619839693,,,,,,,,
12675757.58,40213.531,602.0426352,85.13112107,0.619608721,,,,,,,,
12927272.73,40213.531,603.5678089,85.06585098,0.619454236,,,,,,,,
13178787.88,40213.531,605.0697195,85.00235464,0.61937934,,,,,,,,
13430303.03,40213.531,606.5490902,84.94055886,0.619387534,,,,,,,,
13681818.18,40213.531,608.0066046,84.88039473,0.619482768,,,,,,,,
13933333.33,40213.531,609.4429086,84.82179731,0.619669489,,,,,,,,
14184848.48,40213.531,610.8586133,84.76470536,0.619952694,,,,,,,,
14436363.64,40213.531,612.2542974,84.70906105,0.620338007,,,,,,,,
14687878.79,40213.531,613.6305087,84.65480972,0.620831753,,,,,,,,
14939393.94,40213.531,614.9877666,84.60189971,0.621441064,,,,,,,,
15190909.09,40213.531,616.3265636,84.55028209,0.622173993,,,,,,,,
15442424.24,40213.531,617.6473673,84.49991054,0.623039657,,,,,,,,
15693939.39,40213.531,618.9506216,84.45074114,0.62404842,,,,,,,,
15945454.55,40213.531,620.2367486,84.40273226,0.625212104,,,,,,,,
16196969.7,40213.531,621.5061499,84.35584437,0.626544269,,,,,,,,
16448484.85,40213.531,622.7592082,84.31003996,0.628060547,,,,,,,,
16700000,40213.531,623.9962883,84.26528341,0.629779086,,,,,,,,
16951515.15,40213.531,625.2177391,84.22154086,0.631721106,,,,,,,,
17203030.3,40213.531,626.4238947,84.17878014,0.633911628,,,,,,,,
17454545.45,40213.531,627.6150755,84.13697066,0.636380426,,,,,,,,
17706060.61,40213.531,628.7915901,84.09608333,0.639163303,,,,,,,,
17957575.76,40213.531,629.9537367,84.05609051,0.642303793,,,,,,,,
18209090.91,40213.531,631.1018042,84.01696588,0.645855487,,,,,,,,
18460606.06,40213.531,632.2360741,83.97868441,0.649885234,,,,,,,,
18712121.21,40213.531,633.3568217,83.94122231,0.654477606,,,,,,,,
18963636.36,40213.531,634.4643174,83.90455695,0.659741197,,,,,,,,284.3080803
19215151.52,40213.531,635.558828,83.86866682,0.665817651,,,,,,,,
19466666.67,40213.531,636.6406166,83.83353154,0.672894835,,,,,,,,
19718181.82,40213.531,637.7099421,83.79913186,0.681226581,,,,,,,,
19969696.97,40213.531,638.7670561,83.76544971,0.691163477,,,,,,,,
20221212.12,40213.531,639.8121951,83.73246839,0.703203729,,,,,,,,
20472727.27,40213.531,640.8455652,83.70017278,0.718083679,,,,,,,,
20724242.42,40213.531,641.8673114,83.66854975,0.73695412,,,,,,,,
20975757.58,40213.531,642.8801097,83.63758869,0.761304434,,,,,,,,
21227272.73,40213.531,643.8754439,83.60728209,0.79631449,,,,,,,,
21478787.88,40213.531,644.8616091,83.57762636,0.84885672,,,,,,,,
21730303.03,40213.531,645.8333261,83.54862174,0.946935588,,,,,,,,
21981818.18,40213.531,646.8794685,83.52019317,1,,,,,,,,
22233333.33,40213.531,647.9560268,83.4921292,0,,,,,,,,
22484848.48,40213.531,652.1764,,0,,,,,,,,
22736363.64,40213.531,656.3968292,90.62944787,0,,,,,,,,
22987878.79,40213.531,651.1338688,83.40994436,0,,,,,,,,
23239393.94,40213.531,652.1745609,83.38318149,0,,,,,,,,
23490909.09,40213.531,653.2053175,83.35671721,0,,,,,,,,
23742424.24,40213.531,654.2257943,83.33054168,0,,,,,,,,
23993939.39,40213.531,655.2356888,83.30464546,0,,,,,,,,
24245454.55,40213.531,656.2347467,83.27901956,0,,,,,,,,
24496969.7,40213.531,657.2227647,83.25365541,0,,,,,,,,
24748484.85,40213.531,658.199591,83.22854482,0,,,,,,,,
25000000,40213.531,659.1651238,83.20368,0,,,,,,,,
100000,40862.49174,372.7591556,112.9142511,0.819821577,,,,,,,,
351515.1515,40862.49174,412.1621642,104.7237868,0.783931267,,,,,,,,
603030.303,40862.49174,432.1752782,101.3904891,0.765887838,,,,,,,,
854545.4545,40862.49174,446.3109408,99.31068806,0.753310043,,,,,,,,
1106060.606,40862.49174,457.4560519,97.81344804,0.743520337,,,,,,,,
1357575.758,40862.49174,466.7566801,96.65219429,0.735452095,,,,,,,,
1609090.909,40862.49174,474.7933665,95.7089943,0.728564604,,,,,,,,
1860606.061,40862.49174,481.9037666,94.91838549,0.722543537,,,,,,,,
2112121.212,40862.49174,488.3028405,94.24031723,0.717189041,,,,,,,,
2363636.364,40862.49174,494.1364938,93.64853553,0.712365712,,,,,,,,
2615151.515,40862.49174,499.5086257,93.12491788,0.707977346,,,,,,,,
2866666.667,40862.49174,504.4960344,92.65644161,0.703953027,,,,,,,,
3118181.818,40862.49174,509.1572065,92.23344242,0.700238918,,,,,,,,
3369696.97,40862.49174,513.5377868,91.84855639,0.696793161,,,,,,,,
3621212.121,40862.49174,517.6741325,91.49604734,0.693582555,,,,,,,,
3872727.273,40862.49174,521.5957088,91.17136265,0.690580329,,,,,,,,
4124242.424,40862.49174,525.3267529,90.87083058,0.687764587,,,,,,,,
4375757.576,40862.49174,528.8874601,90.59144822,0.685117208,,,,,,,,
4627272.727,40862.49174,532.2948494,90.33072943,0.682623041,,,,,,,,
4878787.879,40862.49174,535.5634066,90.08659356,0.680269305,,,,,,,,
5130303.03,40862.49174,538.7055717,89.85728246,0.678045142,,,,,,,,
5381818.182,40862.49174,541.7321131,89.64129761,0.675941267,,,,,,,,
5633333.333,40862.49174,544.6524192,89.43735185,0.673949705,,,,,,,,
5884848.485,40862.49174,547.4747286,89.24433169,0.672063572,,,,,,,,
6136363.636,40862.49174,550.2063136,89.06126775,0.670276912,,,,,,,,
6387878.788,40862.49174,552.8536285,88.88731109,0.668584562,,,,,,,,
6639393.939,40862.49174,555.4224295,88.72171428,0.666982042,,,,,,,,
6890909.091,40862.49174,557.9178742,88.56381594,0.665465466,,,,,,,,
7142424.242,40862.49174,560.3446026,88.41302821,0.66403147,,,,,,,,
7393939.394,40862.49174,562.7068059,88.26882631,0.662677153,,,,,,,,
7645454.545,40862.49174,565.0082831,88.13073994,0.661400027,,,,,,,,
7896969.697,40862.49174,567.2524892,87.99834604,0.66019798,,,,,,,,
8148484.848,40862.49174,569.4425764,87.8712628,0.659069237,,,,,,,,
8400000,40862.49174,571.5814289,87.74914447,0.658012337,,,,,,,,
8651515.152,40862.49174,573.6716928,87.63167702,0.657026113,,,,,,,,
8903030.303,40862.49174,575.7158017,87.51857444,0.656109667,,,,,,,,
9154545.455,40862.49174,577.7159996,87.40957554,0.655262364,,,,,,,,
9406060.606,40862.49174,579.6743597,87.30444117,0.654483817,,,,,,,,
9657575.758,40862.49174,581.5928019,87.20295187,0.653773884,,,,,,,,
9909090.909,40862.49174,583.473107,87.10490577,0.653132658,,,,,,,,
10160606.06,40862.49174,585.3169307,87.01011681,0.652560471,,,,,,,,
10412121.21,40862.49174,587.125814,86.91841312,0.65205789,,,,,,,,
10663636.36,40862.49174,588.9011943,86.82963566,0.651625726,,,,,,,,
10915151.52,40862.49174,590.6444139,86.74363698,0.651265036,,,,,,,,
11166666.67,40862.49174,592.3567284,86.66028015,0.650977132,,,,,,,,
11418181.82,40862.49174,594.0393136,86.57943777,0.650763594,,,,,,,,
11669696.97,40862.49174,595.6932722,86.50099116,0.650626284,,,,,,,,
11921212.12,40862.49174,597.3196392,86.42482956,0.650567361,,,,,,,,
12172727.27,40862.49174,598.9193874,86.35084947,0.650589307,,,,,,,,
12424242.42,40862.49174,600.4934322,86.27895403,0.650694945,,,,,,,,
12675757.58,40862.49174,602.0426352,86.20905249,0.650887474,,,,,,,,
12927272.73,40862.49174,603.5678089,86.14105972,0.651170498,,,,,,,,
13178787.88,40862.49174,605.0697195,86.07489572,0.65154807,,,,,,,,
13430303.03,40862.49174,606.5490902,86.0104853,0.652024733,,,,,,,,
13681818.18,40862.49174,608.0066046,85.94775765,0.652605579,,,,,,,,
13933333.33,40862.49174,609.4429086,85.88664605,0.653296309,,,,,,,,
14184848.48,40862.49174,610.8586133,85.82708756,0.65410331,,,,,,,,
14436363.64,40862.49174,612.2542974,85.76902275,0.65503374,,,,,,,,
14687878.79,40862.49174,613.6305087,85.71239545,0.656095635,,,,,,,,
14939393.94,40862.49174,614.9877666,85.65715255,0.657298036,,,,,,,,
15190909.09,40862.49174,616.3265636,85.60324376,0.658651133,,,,,,,,
15442424.24,40862.49174,617.6473673,85.55062146,0.660166456,,,,,,,,
15693939.39,40862.49174,618.9506216,85.4992405,0.661857093,,,,,,,,
15945454.55,40862.49174,620.2367486,85.44905807,0.663737967,,,,,,,,
16196969.7,40862.49174,621.5061499,85.40003352,0.665826177,,,,,,,,
16448484.85,40862.49174,622.7592082,85.35212829,0.668141425,,,,,,,,
16700000,40862.49174,623.9962883,85.30530572,0.670706559,,,,,,,,
16951515.15,40862.49174,625.2177391,85.259531,0.673548263,,,,,,,,
17203030.3,40862.49174,626.4238947,85.21477103,0.676697951,,,,,,,,
17454545.45,40862.49174,627.6150755,85.17099434,0.680192931,,,,,,,,
17706060.61,40862.49174,628.7915901,85.128171,0.684077951,,,,,,,,
17957575.76,40862.49174,629.9537367,85.08627256,0.688407251,,,,,,,,
18209090.91,40862.49174,631.1018042,85.04527194,0.693247357,,,,,,,,
18460606.06,40862.49174,632.2360741,85.0051434,0.698680906,,,,,,,,
18712121.21,40862.49174,633.3568217,84.96586247,0.704811961,,,,,,,,
18963636.36,40862.49174,634.4643174,84.92740589,0.711773523,,,,,,,,
19215151.52,40862.49174,635.558828,84.88975158,0.719738317,,,,,,,,
19466666.67,40862.49174,636.6406166,84.85287864,0.728934629,,,,,,,,
19718181.82,40862.49174,637.7099421,84.81676737,0.739670277,,,,,,,,
19969696.97,40862.49174,638.7670561,84.78139933,0.752370432,,,,,,,,
20221212.12,40862.49174,639.8121951,84.74675755,0.767640794,,,,,,,,
20472727.27,40862.49174,640.8455652,84.71282668,0.786380976,,,,,,,,
20724242.42,40862.49174,641.8673114,84.67959345,0.810006527,,,,,,,,
20975757.58,40862.49174,642.8801097,84.64704713,0.840451893,,,,,,,,
21227272.73,40862.49174,643.8754439,84.61518005,0.88389538,,,,,,,,
21478787.88,40862.49174,644.8616091,84.58398823,0.94932099,,,,,,,,
21730303.03,40862.49174,645.9156823,84.55343322,1,,,,,,,,
21981818.18,40862.49174,647.0441769,84.5232967,1,,,,,,,,
22233333.33,40862.49174,648.162921,84.49353376,0,,,,,,,,
22484848.48,40862.49174,649.2717944,84.46413275,0,,,,,,,,
22736363.64,40862.49174,650.3656,207.5933868,0,,,,,,,,
22987878.79,40862.49174,651.4593461,84.40637185,0,,,,,,,,
23239393.94,40862.49174,652.5377079,84.37799068,0,,,,,,,,
23490909.09,40862.49174,653.6055825,84.34992882,0,,,,,,,,
23742424.24,40862.49174,654.6628222,84.32217663,0,,,,,,,,
23993939.39,40862.49174,655.7092943,84.29472484,0,,,,,,,,
24245454.55,40862.49174,656.7448852,84.26756454,0,,,,,,,,
24496969.7,40862.49174,657.7695036,84.24068721,0,,,,,,,,
24748484.85,40862.49174,658.783082,84.21408465,0,,,,,,,,
25000000,40862.49174,659.7855771,84.18774903,0,,,,,,,,
100000,41511.45249,372.7591556,114.6552315,0.835778965,,,,,,,,
351515.1515,41511.45249,412.1621642,106.2983268,0.800707605,,,,,,,,
603030.303,41511.45249,432.1752782,102.8921101,0.783163913,,,,,,,,
854545.4545,41511.45249,446.3109408,100.7647462,0.770985307,,,,,,,,
1106060.606,41511.45249,457.4560519,99.23207889,0.761543102,,,,,,,,
1357575.758,41511.45249,466.7566801,98.04255671,0.75379063,,,,,,,,
1609090.909,41511.45249,474.7933665,97.07582241,0.747197527,,,,,,,,
1860606.061,41511.45249,481.9037666,96.26504663,0.741455617,,,,,,,,
2112121.212,41511.45249,488.3028405,95.56933129,0.736369047,,,,,,,,
2363636.364,41511.45249,494.1364938,94.96186024,0.731805183,,,,,,,,
2615151.515,41511.45249,499.5086257,94.4241187,0.727669843,,,,,,,,
2866666.667,41511.45249,504.4960344,93.94279931,0.723893637,,,,,,,,
3118181.818,41511.45249,509.1572065,93.50802453,0.720423927,,,,,,,,
3369696.97,41511.45249,513.5377868,93.1122666,0.717219815,,,,,,,,
3621212.121,41511.45249,517.6741325,92.74966061,0.714248894,,,,,,,,
3872727.273,41511.45249,521.5957088,92.41555103,0.711485058,,,,,,,,
4124242.424,41511.45249,525.3267529,92.10618251,0.708906985,,,,,,,,
4375757.576,41511.45249,528.8874601,91.81848326,0.706497053,,,,,,,,
4627272.727,41511.45249,532.2948494,91.54990976,0.704240556,,,,,,,,
4878787.879,41511.45249,535.5634066,91.29833301,0.702125113,,,,,,,,
5130303.03,41511.45249,538.7055717,91.06195376,0.700140232,,,,,,,,
5381818.182,41511.45249,541.7321131,90.83923826,0.69827697,,,,,,,,
5633333.333,41511.45249,544.6524192,90.62886889,0.69652767,,,,,,,,
5884848.485,41511.45249,547.4747286,90.42970571,0.694885752,,,,,,,,
6136363.636,41511.45249,550.2063136,90.24075614,0.693345553,,,,,,,,
6387878.788,41511.45249,552.8536285,90.06115084,0.691902193,,,,,,,,
6639393.939,41511.45249,555.4224295,89.89012432,0.69055147,,,,,,,,
6890909.091,41511.45249,557.9178742,89.72699916,0.689289773,,,,,,,,
7142424.242,41511.45249,560.3446026,89.57117315,0.688114011,,,,,,,,
7393939.394,41511.45249,562.7068059,89.42210864,0.687021561,,,,,,,,
7645454.545,41511.45249,565.0082831,89.27932376,0.686010213,,,,,,,,
7896969.697,41511.45249,567.2524892,89.14238501,0.685078136,,,,,,,,
8148484.848,41511.45249,569.4425764,89.01090106,0.684223846,,,,,,,,
8400000,41511.45249,571.5814289,88.88451755,0.68344618,,,,,,,,
8651515.152,41511.45249,573.6716928,88.7629126,0.682744278,,,,,,,,
8903030.303,41511.45249,575.7158017,88.645793,0.682117562,,,,,,,,
9154545.455,41511.45249,577.7159996,88.53289096,0.68156573,,,,,,,,
9406060.606,41511.45249,579.6743597,88.42396127,0.681088741,,,,,,,,
9657575.758,41511.45249,581.5928019,88.3187789,0.680686817,,,,,,,,
9909090.909,41511.45249,583.473107,88.21713681,0.680360436,,,,,,,,
10160606.06,41511.45249,585.3169307,88.11884417,0.680110334,,,,,,,,
10412121.21,41511.45249,587.125814,88.0237247,0.679937506,,,,,,,,
10663636.36,41511.45249,588.9011943,87.93161525,0.679843218,,,,,,,,
10915151.52,41511.45249,590.6444139,87.84236456,0.67982901,,,,,,,,
11166666.67,41511.45249,592.3567284,87.75583213,0.67989671,,,,,,,,
11418181.82,41511.45249,594.0393136,87.67188725,0.680048451,,,,,,,,
11669696.97,41511.45249,595.6932722,87.59040813,0.680286685,,,,,,,,
11921212.12,41511.45249,597.3196392,87.51128111,0.68061421,,,,,,,,
12172727.27,41511.45249,598.9193874,87.43439996,0.681034192,,,,,,,,
12424242.42,41511.45249,600.4934322,87.35966528,0.681550197,,,,,,,,
12675757.58,41511.45249,602.0426352,87.28698391,0.682166227,,,,,,,,
12927272.73,41511.45249,603.5678089,87.21626845,0.68288676,,,,,,,,
13178787.88,41511.45249,605.0697195,87.1474368,0.683716799,,,,,,,,
13430303.03,41511.45249,606.5490902,87.08041174,0.684661931,,,,,,,,
13681818.18,41511.45249,608.0066046,87.01512057,0.685728389,,,,,,,,
13933333.33,41511.45249,609.4429086,86.95149479,0.686923129,,,,,,,,
14184848.48,41511.45249,610.8586133,86.88946976,0.688253925,,,,,,,,
14436363.64,41511.45249,612.2542974,86.82898445,0.689729473,,,,,,,,
14687878.79,41511.45249,613.6305087,86.76998118,0.691359518,,,,,,,,
14939393.94,41511.45249,614.9877666,86.71240539,0.693155007,,,,,,,,
15190909.09,41511.45249,616.3265636,86.65620543,0.695128273,,,,,,,,
15442424.24,41511.45249,617.6473673,86.60133238,0.697293254,,,,,,,,
15693939.39,41511.45249,618.9506216,86.54773986,0.699665766,,,,,,,,
15945454.55,41511.45249,620.2367486,86.49538387,0.702263829,,,,,,,,
16196969.7,41511.45249,621.5061499,86.44422267,0.705108085,,,,,,,,
16448484.85,41511.45249,622.7592082,86.39421661,0.708222303,,,,,,,,
16700000,41511.45249,623.9962883,86.34532803,0.711634032,,,,,,,,
16951515.15,41511.45249,625.2177391,86.29752114,0.71537542,,,,,,,,
17203030.3,41511.45249,626.4238947,86.25076192,0.719484273,,,,,,,,
17454545.45,41511.45249,627.6150755,86.20501802,0.724005436,,,,,,,,
17706060.61,41511.45249,628.7915901,86.16025866,0.728992598,,,,,,,,
17957575.76,41511.45249,629.9537367,86.1164546,0.734510709,,,,,,,,
18209090.91,41511.45249,631.1018042,86.073578,0.740639228,,,,,,,,
18460606.06,41511.45249,632.2360741,86.0316024,0.747476578,,,,,,,,
18712121.21,41511.45249,633.3568217,85.99050263,0.755146315,,,,,,,,
18963636.36,41511.45249,634.4643174,85.95025483,0.763805848,,,,,,,,
19215151.52,41511.45249,635.558828,85.91083634,0.773658983,,,,,,,,
19466666.67,41511.45249,636.6406166,85.87222573,0.784974424,,,,,,,,
19718181.82,41511.45249,637.7099421,85.83440287,0.798113974,,,,,,,,
19969696.97,41511.45249,638.7670561,85.79734896,0.813577387,,,,,,,,
20221212.12,41511.45249,639.8121951,85.7610467,0.832077859,,,,,,,,
20472727.27,41511.45249,640.8455652,85.72548057,0.854678274,,,,,,,,
20724242.42,41511.45249,641.8673114,85.69063714,0.883058934,,,,,,,,
20975757.58,41511.45249,642.8801097,85.65650556,0.919599352,,,,,,,,
21227272.73,41511.45249,643.8754439,85.623078,0.97147627,,,,,,,,
21478787.88,41511.45249,644.9817907,85.59030361,1,,,,,,,,
21730303.03,41511.45249,646.1644787,85.55797346,1,,,,,,,,
21981818.18,41511.45249,647.3360217,85.52605166,1,,,,,,,,
22233333.33,41511.45249,648.4964436,85.49452595,0,,,,,,,,
22484848.48,41511.45249,649.645752,85.46338453,0,,,,,,,,
22736363.64,41511.45249,650.7839422,85.43261603,0,,,,,,,,
22987878.79,41511.45249,651.9110016,85.40220954,0,,,,,,,,
23239393.94,41511.45249,653.0269131,85.37215453,0,,,,,,,,
23490909.09,41511.45249,654.1316594,85.34244089,0,,,,,,,,
23742424.24,41511.45249,655.225225,85.3130589,0,,,,,,,,
23993939.39,41511.45249,656.3075996,85.28399919,0,,,,,,,,
24245454.55,41511.45249,657.3787797,85.25525276,0,,,,,,,,
24496969.7,41511.45249,658.4387706,85.22681095,0,,,,,,,,
24748484.85,41511.45249,659.4875874,85.19866544,0,,,,,,,,
25000000,41511.45249,660.5252555,85.17080821,0,,,,,,,,
100000,42160.41323,372.7591556,116.3962118,0.851736353,,,,,,,,
351515.1515,42160.41323,412.1621642,107.8728669,0.817483944,,,,,,,,
603030.303,42160.41323,432.1752782,104.3937312,0.800439988,,,,,,,,
854545.4545,42160.41323,446.3109408,102.2188043,0.788660572,,,,,,,,
1106060.606,42160.41323,457.4560519,100.6507097,0.779565868,,,,,,,,
1357575.758,42160.41323,466.7566801,99.43291914,0.772129165,,,,,,,,
1609090.909,42160.41323,474.7933665,98.44265052,0.76583045,,,,,,,,
1860606.061,42160.41323,481.9037666,97.61170776,0.760367697,,,,,,,,
2112121.212,42160.41323,488.3028405,96.89834535,0.755549052,,,,,,,,
2363636.364,42160.41323,494.1364938,96.27518495,0.751244654,,,,,,,,
2615151.515,42160.41323,499.5086257,95.72331951,0.747362339,,,,,,,,
2866666.667,42160.41323,504.4960344,95.229157,0.743834248,,,,,,,,
3118181.818,42160.41323,509.1572065,94.78260665,0.740608937,,,,,,,,
3369696.97,42160.41323,513.5377868,94.3759768,0.73764647,,,,,,,,
3621212.121,42160.41323,517.6741325,94.00327387,0.734915233,,,,,,,,
3872727.273,42160.41323,521.5957088,93.65973941,0.732389787,,,,,,,,
4124242.424,42160.41323,525.3267529,93.34153443,0.730049383,,,,,,,,
4375757.576,42160.41323,528.8874601,93.04551829,0.727876899,,,,,,,,
4627272.727,42160.41323,532.2948494,92.76909008,0.725858071,,,,,,,,
4878787.879,42160.41323,535.5634066,92.51007245,0.72398092,,,,,,,,
5130303.03,42160.41323,538.7055717,92.26662505,0.722235322,,,,,,,,
5381818.182,42160.41323,541.7321131,92.0371789,0.720612673,,,,,,,,
5633333.333,42160.41323,544.6524192,91.82038594,0.719105635,,,,,,,,
5884848.485,42160.41323,547.4747286,91.61507973,0.717707932,,,,,,,,
6136363.636,42160.41323,550.2063136,91.42024453,0.716414194,,,,,,,,
6387878.788,42160.41323,552.8536285,91.23499059,0.715219824,,,,,,,,
6639393.939,42160.41323,555.4224295,91.05853436,0.714120897,,,,,,,,
6890909.091,42160.41323,557.9178742,90.89018238,0.713114079,,,,,,,,
7142424.242,42160.41323,560.3446026,90.72931808,0.712196553,,,,,,,,
7393939.394,42160.41323,562.7068059,90.57539097,0.71136597,,,,,,,,
7645454.545,42160.41323,565.0082831,90.42790759,0.710620398,,,,,,,,
7896969.697,42160.41323,567.2524892,90.28642397,0.709958291,,,,,,,,
8148484.848,42160.41323,569.4425764,90.15053932,0.709378455,,,,,,,,
8400000,42160.41323,571.5814289,90.01989064,0.708880024,,,,,,,,
8651515.152,42160.41323,573.6716928,89.89414819,0.708462444,,,,,,,,
8903030.303,42160.41323,575.7158017,89.77301156,0.708125458,,,,,,,,
9154545.455,42160.41323,577.7159996,89.65620638,0.707869096,,,,,,,,
9406060.606,42160.41323,579.6743597,89.54348138,0.707693665,,,,,,,,
9657575.758,42160.41323,581.5928019,89.43460592,0.707599751,,,,,,,,
9909090.909,42160.41323,583.473107,89.32936784,0.707588215,,,,,,,,
10160606.06,42160.41323,585.3169307,89.22757153,0.707660197,,,,,,,,
10412121.21,42160.41323,587.125814,89.12903628,0.707817122,,,,,,,,
10663636.36,42160.41323,588.9011943,89.03359484,0.70806071,,,,,,,,
10915151.52,42160.41323,590.6444139,88.94109213,0.708392983,,,,,,,,
11166666.67,42160.41323,592.3567284,88.85138411,0.708816288,,,,,,,,
11418181.82,42160.41323,594.0393136,88.76433673,0.709333307,,,,,,,,
11669696.97,42160.41323,595.6932722,88.6798251,0.709947087,,,,,,,,
11921212.12,42160.41323,597.3196392,88.59773266,0.710661059,,,,,,,,
12172727.27,42160.41323,598.9193874,88.51795046,0.711479078,,,,,,,,
12424242.42,42160.41323,600.4934322,88.44037654,0.71240545,,,,,,,,
12675757.58,42160.41323,602.0426352,88.36491533,0.71344498,,,,,,,,
12927272.73,42160.41323,603.5678089,88.29147719,0.714603021,,,,,,,,
13178787.88,42160.41323,605.0697195,88.21997788,0.715885529,,,,,,,,
13430303.03,42160.41323,606.5490902,88.15033818,0.71729913,,,,,,,,
13681818.18,42160.41323,608.0066046,88.08248349,0.718851199,,,,,,,,
13933333.33,42160.41323,609.4429086,88.01634353,0.720549949,,,,,,,,
14184848.48,42160.41323,610.8586133,87.95185196,0.722404541,,,,,,,,
14436363.64,42160.41323,612.2542974,87.88894616,0.724425206,,,,,,,,
14687878.79,42160.41323,613.6305087,87.82756691,0.7266234,,,,,,,,
14939393.94,42160.41323,614.9877666,87.76765823,0.729011978,,,,,,,,
15190909.09,42160.41323,616.3265636,87.7091671,0.731605413,,,,,,,,
15442424.24,42160.41323,617.6473673,87.6520433,0.734420053,,,,,,,,
15693939.39,42160.41323,618.9506216,87.59623922,0.737474439,,,,,,,,
15945454.55,42160.41323,620.2367486,87.54170968,0.740789692,,,,,,,,
16196969.7,42160.41323,621.5061499,87.48841183,0.744389993,,,,,,,,
16448484.85,42160.41323,622.7592082,87.43630494,0.748303182,,,,,,,,
16700000,42160.41323,623.9962883,87.38535035,0.752561505,,,,,,,,
16951515.15,42160.41323,625.2177391,87.33551129,0.757202576,,,,,,,,
17203030.3,42160.41323,626.4238947,87.28675282,0.762270596,,,,,,,,
17454545.45,42160.41323,627.6150755,87.2390417,0.767817941,,,,,,,,
