P(Pa),H(J/mol),T(K),S(J/mol/K),V,,,,,,,,
21730303.03,12957.17977,440.4303978,35.84384722,0,,,,,,,,
21981818.18,12957.17977,440.395747,35.83257542,0,,,,,,,,
22233333.33,12957.17977,440.3610619,35.8213049,0,,,,,,,,
22484848.48,12957.17977,440.3263427,35.81003566,0,,,,,,,,
22736363.64,12957.17977,440.2915896,35.79876769,0,,,,,,,,
22987878.79,12957.17977,440.2568025,35.78750098,0,,,,,,,,
23239393.94,12957.17977,440.2219817,35.77623554,0,,,,,,,,
23490909.09,12957.17977,440.1871272,35.76497136,0,,,,,,,,
23742424.24,12957.17977,440.152239,35.75370844,0,,,,,,,,
23993939.39,12957.17977,440.1173173,35.74244677,0,,,,,,,,
24245454.55,12957.17977,440.0823623,35.73118635,0,,,,,,,,
24496969.7,12957.17977,440.0473739,35.71992718,0,,,,,,,,
24748484.85,12957.17977,440.0123523,35.70866924,0,,,,,,,,
25000000,12957.17977,439.9772976,35.69741255,0,,,,,,,,
100000,13606.14051,372.7591556,39.79307687,0.149611295,,,,,,,,
351515.1515,13606.14051,412.1621642,38.5931048,0.079325045,,,,,,,,
603030.303,13606.14051,432.1752782,38.32240546,0.04029268,,,,,,,,
854545.4545,13606.14051,446.3109408,38.24024798,0.01094892,,,,,,,,
1106060.606,13606.14051,451.3662263,38.22385739,0,,,,,,,,
1357575.758,13606.14051,451.3369553,38.21256609,0,,,,,,,,
1609090.909,13606.14051,451.3076345,38.20127658,0,,,,,,,,
1860606.061,13606.14051,451.2782642,38.18998883,0,,,,,,,,
2112121.212,13606.14051,451.2488445,38.17870286,0,,,,,,,,
2363636.364,13606.14051,451.2193756,38.16741865,0,,,,,,,,
2615151.515,13606.14051,451.1898577,38.15613619,0,,,,,,,,
2866666.667,13606.14051,451.160291,38.14485549,0,,,,,,,,
3118181.818,13606.14051,451.1306755,38.13357653,0,,,,,,,,
3369696.97,13606.14051,451.1010115,38.12229932,0,,,,,,,,
3621212.121,13606.14051,451.0712992,38.11102384,0,,,,,,,,
3872727.273,13606.14051,451.0415387,38.0997501,0,,,,,,,,
4124242.424,13606.14051,451.0117301,38.08847809,0,,,,,,,,
4375757.576,13606.14051,450.9818737,38.0772078,0,,,,,,,,
4627272.727,13606.14051,450.9519696,38.06593922,0,,,,,,,,
4878787.879,13606.14051,450.922018,38.05467236,0,,,,,,,,
5130303.03,13606.14051,450.8920189,38.04340721,0,,,,,,,,
5381818.182,13606.14051,450.8619727,38.03214377,0,,,,,,,,
5633333.333,13606.14051,450.8318794,38.02088202,0,,,,,,,,
5884848.485,13606.14051,450.8017392,38.00962196,0,,,,,,,,
6136363.636,13606.14051,450.7715523,37.99836359,0,,,,,,,,
6387878.788,13606.14051,450.7413188,37.98710691,0,,,,,,,,
6639393.939,13606.14051,450.7110388,37.97585191,0,,,,,,,,
6890909.091,13606.14051,450.6807126,37.96459858,0,,,,,,,,
7142424.242,13606.14051,450.6503403,37.95334692,0,,,,,,,,
7393939.394,13606.14051,450.619922,37.94209693,0,,,,,,,,
7645454.545,13606.14051,450.5894579,37.9308486,0,,,,,,,,
7896969.697,13606.14051,450.5589482,37.91960192,0,,,,,,,,
8148484.848,13606.14051,450.5283929,37.9083569,0,,,,,,,,
8400000,13606.14051,450.4977923,37.89711352,0,,,,,,,,
8651515.152,13606.14051,450.4671465,37.88587179,0,,,,,,,,
8903030.303,13606.14051,450.4364556,37.87463169,0,,,,,,,,
9154545.455,13606.14051,450.4057199,37.86339322,0,,,,,,,,
9406060.606,13606.14051,450.3749393,37.85215639,0,,,,,,,,
9657575.758,13606.14051,450.3441142,37.84092117,0,,,,,,,,
9909090.909,13606.14051,450.3132446,37.82968758,0,,,,,,,,
10160606.06,13606.14051,450.2823307,37.8184556,0,,,,,,,,
10412121.21,13606.14051,450.2513726,37.80722523,0,,,,,,,,
10663636.36,13606.14051,450.2203704,37.79599647,0,,,,,,,,
10915151.52,13606.14051,450.1893244,37.7847693,0,,,,,,,,
11166666.67,13606.14051,450.1582346,37.77354374,0,,,,,,,,
11418181.82,13606.14051,450.1271013,37.76231976,0,,,,,,,,
11669696.97,13606.14051,450.0959244,37.75109738,0,,,,,,,,
11921212.12,13606.14051,450.0647043,37.73987657,0,,,,,,,,
12172727.27,13606.14051,450.0334409,37.72865735,0,,,,,,,,
12424242.42,13606.14051,450.0021346,37.7174397,0,,,,,,,,
12675757.58,13606.14051,449.9707853,37.70622362,0,,,,,,,,
12927272.73,13606.14051,449.9393932,37.69500911,0,,,,,,,,
13178787.88,13606.14051,449.9079585,37.68379615,0,,,,,,,,
13430303.03,13606.14051,449.8764814,37.67258476,0,,,,,,,,
13681818.18,13606.14051,449.8449618,37.66137492,0,,,,,,,,
13933333.33,13606.14051,449.8134001,37.65016662,0,,,,,,,,
14184848.48,13606.14051,449.7817962,37.63895987,0,,,,,,,,
14436363.64,13606.14051,449.7501505,37.62775466,0,,,,,,,,
14687878.79,13606.14051,449.7184628,37.61655099,0,,,,,,,,
14939393.94,13606.14051,449.6867335,37.60534884,0,,,,,,,,
15190909.09,13606.14051,449.6549627,37.59414823,0,,,,,,,,
15442424.24,13606.14051,449.6231504,37.58294913,0,,,,,,,,
15693939.39,13606.14051,449.5912968,37.57175156,0,,,,,,,,
15945454.55,13606.14051,449.559402,37.5605555,0,,,,,,,,
16196969.7,13606.14051,449.5274662,37.54936095,0,,,,,,,,
16448484.85,13606.14051,449.4954895,37.5381679,0,,,,,,,,
16700000,13606.14051,449.4634721,37.52697636,0,,,,,,,,
16951515.15,13606.14051,449.4314139,37.51578632,0,,,,,,,,
17203030.3,13606.14051,449.3993153,37.50459777,0,,,,,,,,
17454545.45,13606.14051,449.3671762,37.49341071,0,,,,,,,,
17706060.61,13606.14051,449.3349969,37.48222513,0,,,,,,,,
17957575.76,13606.14051,449.3027774,37.47104103,0,,,,,,,,
18209090.91,13606.14051,449.2705179,37.45985842,0,,,,,,,,
18460606.06,13606.14051,449.2382185,37.44867727,0,,,,,,,,
18712121.21,13606.14051,449.2058793,37.4374976,0,,,,,,,,
18963636.36,13606.14051,449.1735005,37.42631939,0,,,,,,,,
19215151.52,13606.14051,449.1410821,37.41514264,0,,,,,,,,
19466666.67,13606.14051,449.1086243,37.40396734,0,,,,,,,,
19718181.82,13606.14051,449.0761272,37.3927935,0,,,,,,,,
19969696.97,13606.14051,449.043591,37.38162111,0,,,,,,,,
20221212.12,13606.14051,449.0110157,37.37045017,0,,,,,,,,
20472727.27,13606.14051,448.9784015,37.35928066,0,,,,,,,,
20724242.42,13606.14051,448.9457484,37.34811259,0,,,,,,,,
20975757.58,13606.14051,448.9130567,37.33694596,0,,,,,,,,
21227272.73,13606.14051,448.8803264,37.32578075,0,,,,,,,,
21478787.88,13606.14051,448.8475576,37.31461697,0,,,,,,,,
21730303.03,13606.14051,448.8147505,37.30345461,0,,,,,,,,
21981818.18,13606.14051,448.7819052,37.29229367,0,,,,,,,,
22233333.33,13606.14051,448.7490217,37.28113415,0,,,,,,,,
22484848.48,13606.14051,448.7161003,37.26997603,0,,,,,,,,
22736363.64,13606.14051,448.6831409,37.25881932,0,,,,,,,,
22987878.79,13606.14051,448.6501438,37.24766401,0,,,,,,,,
23239393.94,13606.14051,448.6171091,37.23651009,0,,,,,,,,
23490909.09,13606.14051,448.5840368,37.22535758,0,,,,,,,,
23742424.24,13606.14051,448.5509271,37.21420645,0,,,,,,,,
23993939.39,13606.14051,448.51778,37.20305671,0,,,,,,,,
24245454.55,13606.14051,448.4845958,37.19190835,0,,,,,,,,
24496969.7,13606.14051,448.4513744,37.18076137,0,,,,,,,,
24748484.85,13606.14051,448.4181161,37.16961577,0,,,,,,,,
25000000,13606.14051,448.3848209,37.15847154,0,,,,,,,,
100000,14255.10125,372.7591556,41.53405721,0.165568683,,,,,,,,
351515.1515,14255.10125,412.1621642,40.16764485,0.096101383,,,,,,,,
603030.303,14255.10125,432.1752782,39.82402649,0.057568755,,,,,,,,
854545.4545,14255.10125,446.3109408,39.69430608,0.028624185,,,,,,,,
1106060.606,14255.10125,457.4560519,39.64958312,0.004586938,,,,,,,,
1357575.758,14255.10125,459.5000686,39.63756442,0,,,,,,,,
1609090.909,14255.10125,459.473113,39.62636303,0,,,,,,,,
1860606.061,14255.10125,459.4461014,39.61516359,0,,,,,,,,
2112121.212,14255.10125,459.4190341,39.60396609,0,,,,,,,,
2363636.364,14255.10125,459.3919113,39.59277052,0,,,,,,,,
2615151.515,14255.10125,459.3647332,39.58157689,0,,,,,,,,
2866666.667,14255.10125,459.3375001,39.57038519,0,,,,,,,,
3118181.818,14255.10125,459.310212,39.5591954,0,,,,,,,,
3369696.97,14255.10125,459.2828692,39.54800754,0,,,,,,,,
3621212.121,14255.10125,459.2554719,39.53682158,0,,,,,,,,
3872727.273,14255.10125,459.2280204,39.52563752,0,,,,,,,,
4124242.424,14255.10125,459.2005147,39.51445537,0,,,,,,,,
4375757.576,14255.10125,459.172955,39.50327511,0,,,,,,,,
4627272.727,14255.10125,459.1453417,39.49209673,0,,,,,,,,
4878787.879,14255.10125,459.1176748,39.48092024,0,,,,,,,,
5130303.03,14255.10125,459.0899546,39.46974563,0,,,,,,,,
5381818.182,14255.10125,459.0621812,39.45857289,0,,,,,,,,
5633333.333,14255.10125,459.0343548,39.44740201,0,,,,,,,,
5884848.485,14255.10125,459.0064756,39.436233,0,,,,,,,,
6136363.636,14255.10125,458.9785439,39.42506584,0,,,,,,,,
6387878.788,14255.10125,458.9505597,39.41390054,0,,,,,,,,
6639393.939,14255.10125,458.9225233,39.40273708,0,,,,,,,,
6890909.091,14255.10125,458.8944349,39.39157546,0,,,,,,,,
7142424.242,14255.10125,458.8662946,39.38041567,0,,,,,,,,
7393939.394,14255.10125,458.8381026,39.36925772,0,,,,,,,,
7645454.545,14255.10125,458.8098591,39.35810159,0,,,,,,,,
7896969.697,14255.10125,458.7815643,39.34694728,0,,,,,,,,
8148484.848,14255.10125,458.7532183,39.33579479,0,,,,,,,,
8400000,14255.10125,458.7248214,39.3246441,0,,,,,,,,
8651515.152,14255.10125,458.6963737,39.31349522,0,,,,,,,,
8903030.303,14255.10125,458.6678753,39.30234814,0,,,,,,,,
9154545.455,14255.10125,458.6393265,39.29120285,0,,,,,,,,
9406060.606,14255.10125,458.6107275,39.28005936,0,,,,,,,,
9657575.758,14255.10125,458.5820783,39.26891764,0,,,,,,,,
9909090.909,14255.10125,458.5533792,39.25777771,0,,,,,,,,
10160606.06,14255.10125,458.5246304,39.24663955,0,,,,,,,,
10412121.21,14255.10125,458.4958319,39.23550317,0,,,,,,,,
10663636.36,14255.10125,458.4669841,39.22436854,0,,,,,,,,
10915151.52,14255.10125,458.4380869,39.21323568,0,,,,,,,,
11166666.67,14255.10125,458.4091407,39.20210457,0,,,,,,,,
11418181.82,14255.10125,458.3801456,39.19097521,0,,,,,,,,
11669696.97,14255.10125,458.3511018,39.17984759,0,,,,,,,,
11921212.12,14255.10125,458.3220093,39.16872172,0,,,,,,,,
12172727.27,14255.10125,458.2928684,39.15759758,0,,,,,,,,
12424242.42,14255.10125,458.2636793,39.14647517,0,,,,,,,,
12675757.58,14255.10125,458.234442,39.13535449,0,,,,,,,,
12927272.73,14255.10125,458.2051568,39.12423553,0,,,,,,,,
13178787.88,14255.10125,458.1758238,39.11311829,0,,,,,,,,
13430303.03,14255.10125,458.1464432,39.10200275,0,,,,,,,,
13681818.18,14255.10125,458.1170152,39.09088893,0,,,,,,,,
13933333.33,14255.10125,458.0875398,39.0797768,0,,,,,,,,
14184848.48,14255.10125,458.0580173,39.06866637,0,,,,,,,,
14436363.64,14255.10125,458.0284478,39.05755764,0,,,,,,,,
14687878.79,14255.10125,457.9988314,39.04645059,0,,,,,,,,
14939393.94,14255.10125,457.9691684,39.03534523,0,,,,,,,,
15190909.09,14255.10125,457.9394588,39.02424155,0,,,,,,,,
15442424.24,14255.10125,457.9097029,39.01313953,0,,,,,,,,
15693939.39,14255.10125,457.8799007,39.00203919,0,,,,,,,,
15945454.55,14255.10125,457.8500525,38.99094052,0,,,,,,,,
16196969.7,14255.10125,457.8201583,38.9798435,0,,,,,,,,
16448484.85,14255.10125,457.7902184,38.96874814,0,,,,,,,,
16700000,14255.10125,457.7602328,38.95765444,0,,,,,,,,
16951515.15,14255.10125,457.7302018,38.94656237,0,,,,,,,,
17203030.3,14255.10125,457.7001254,38.93547195,0,,,,,,,,
17454545.45,14255.10125,457.6700038,38.92438317,0,,,,,,,,
17706060.61,14255.10125,457.6398373,38.91329602,0,,,,,,,,
17957575.76,14255.10125,457.6096258,38.90221051,0,,,,,,,,
18209090.91,14255.10125,457.5793696,38.89112661,0,,,,,,,,
18460606.06,14255.10125,457.5490687,38.88004434,0,,,,,,,,
18712121.21,14255.10125,457.5187235,38.86896368,0,,,,,,,,
18963636.36,14255.10125,457.4883339,38.85788463,0,,,,,,,,
19215151.52,14255.10125,457.4579001,38.84680719,0,,,,,,,,
19466666.67,14255.10125,457.4274223,38.83573135,0,,,,,,,,
19718181.82,14255.10125,457.3969006,38.8246571,0,,,,,,,,
19969696.97,14255.10125,457.3663351,38.81358446,0,,,,,,,,
20221212.12,14255.10125,457.335726,38.8025134,0,,,,,,,,
20472727.27,14255.10125,457.3050735,38.79144393,0,,,,,,,,
20724242.42,14255.10125,457.2743776,38.78037603,0,,,,,,,,
20975757.58,14255.10125,457.2436385,38.76930972,0,,,,,,,,
21227272.73,14255.10125,457.2128564,38.75824497,0,,,,,,,,
21478787.88,14255.10125,457.1820313,38.7471818,0,,,,,,,,
21730303.03,14255.10125,457.1511634,38.73612018,0,,,,,,,,
21981818.18,14255.10125,457.1202529,38.72506013,0,,,,,,,,
22233333.33,14255.10125,457.0892998,38.71400163,0,,,,,,,,
22484848.48,14255.10125,457.0583043,38.70294468,0,,,,,,,,
22736363.64,14255.10125,457.0272666,38.69188928,0,,,,,,,,
22987878.79,14255.10125,456.9961868,38.68083543,0,,,,,,,,
23239393.94,14255.10125,456.9650649,38.66978311,0,,,,,,,,
23490909.09,14255.10125,456.9339012,38.65873232,0,,,,,,,,
23742424.24,14255.10125,456.9026958,38.64768307,0,,,,,,,,
23993939.39,14255.10125,456.8714487,38.63663534,0,,,,,,,,
24245454.55,14255.10125,456.8401602,38.62558913,0,,,,,,,,
24496969.7,14255.10125,456.8088303,38.61454444,0,,,,,,,,
24748484.85,14255.10125,456.7774592,38.60350126,0,,,,,,,,
25000000,14255.10125,456.746047,38.5924596,0,,,,,,,,
100000,14904.062,372.7591556,43.27503755,0.181526071,,,,,,,,
351515.1515,14904.062,412.1621642,41.7421849,0.112877722,,,,,,,,
603030.303,14904.062,432.1752782,41.32564753,0.074844831,,,,,,,,
854545.4545,14904.062,446.3109408,41.14836418,0.04629945,,,,,,,,
1106060.606,14904.062,457.4560519,41.06821398,0.022609704,,,,,,,,
1357575.758,14904.062,466.7566801,41.03769733,0.001910699,,,,,,,,
1609090.909,14904.062,467.5726557,41.02644323,0,,,,,,,,
1860606.061,14904.062,467.5482064,41.01532159,0,,,,,,,,
2112121.212,14904.062,467.5236941,41.00420209,0,,,,,,,,
2363636.364,14904.062,467.499119,40.9930847,0,,,,,,,,
2615151.515,14904.062,467.4744814,40.98196944,0,,,,,,,,
2866666.667,14904.062,467.4497815,40.97085628,0,,,,,,,,
3118181.818,14904.062,467.4250196,40.95974523,0,,,,,,,,
3369696.97,14904.062,467.4001959,40.94863629,0,,,,,,,,
3621212.121,14904.062,467.3753105,40.93752943,0,,,,,,,,
3872727.273,14904.062,467.3503639,40.92642467,0,,,,,,,,
4124242.424,14904.062,467.3253561,40.91532198,0,,,,,,,,
4375757.576,14904.062,467.3002874,40.90422137,0,,,,,,,,
4627272.727,14904.062,467.2751581,40.89312283,0,,,,,,,,
4878787.879,14904.062,467.2499683,40.88202636,0,,,,,,,,
5130303.03,14904.062,467.2247183,40.87093194,0,,,,,,,,
5381818.182,14904.062,467.1994084,40.85983958,0,,,,,,,,
5633333.333,14904.062,467.1740387,40.84874926,0,,,,,,,,
5884848.485,14904.062,467.1486094,40.83766098,0,,,,,,,,
6136363.636,14904.062,467.1231208,40.82657474,0,,,,,,,,
6387878.788,14904.062,467.0975731,40.81549052,0,,,,,,,,
6639393.939,14904.062,467.0719666,40.80440833,0,,,,,,,,
6890909.091,14904.062,467.0463013,40.79332816,0,,,,,,,,
7142424.242,14904.062,467.0205776,40.78225,0,,,,,,,,
7393939.394,14904.062,466.9947957,40.77117384,0,,,,,,,,
7645454.545,14904.062,466.9689557,40.76009968,0,,,,,,,,
7896969.697,14904.062,466.9430579,40.74902752,0,,,,,,,,
8148484.848,14904.062,466.9171025,40.73795735,0,,,,,,,,
8400000,14904.062,466.8910897,40.72688916,0,,,,,,,,
8651515.152,14904.062,466.8650197,40.71582295,0,,,,,,,,
8903030.303,14904.062,466.8388928,40.70475871,0,,,,,,,,
9154545.455,14904.062,466.812709,40.69369643,0,,,,,,,,
9406060.606,14904.062,466.7864687,40.68263612,0,,,,,,,,
9657575.758,14904.062,466.760172,40.67157776,0,,,,,,,,
9909090.909,14904.062,466.7338191,40.66052136,0,,,,,,,,
10160606.06,14904.062,466.7074102,40.64946689,0,,,,,,,,
10412121.21,14904.062,466.6809456,40.63841437,0,,,,,,,,
10663636.36,14904.062,466.6544254,40.62736378,0,,,,,,,,
10915151.52,14904.062,466.6278498,40.61631512,0,,,,,,,,
11166666.67,14904.062,466.6012191,40.60526838,0,,,,,,,,
11418181.82,14904.062,466.5745333,40.59422356,0,,,,,,,,
11669696.97,14904.062,466.5477928,40.58318065,0,,,,,,,,
11921212.12,14904.062,466.5209977,40.57213965,0,,,,,,,,
12172727.27,14904.062,466.4941481,40.56110055,0,,,,,,,,
12424242.42,14904.062,466.4672444,40.55006334,0,,,,,,,,
12675757.58,14904.062,466.4402866,40.53902803,0,,,,,,,,
12927272.73,14904.062,466.413275,40.5279946,0,,,,,,,,
13178787.88,14904.062,466.3862097,40.51696306,0,,,,,,,,
13430303.03,14904.062,466.359091,40.50593338,0,,,,,,,,
13681818.18,14904.062,466.331919,40.49490558,0,,,,,,,,
13933333.33,14904.062,466.3046939,40.48387964,0,,,,,,,,
14184848.48,14904.062,466.2774159,40.47285557,0,,,,,,,,
14436363.64,14904.062,466.2500851,40.46183334,0,,,,,,,,
14687878.79,14904.062,466.2227018,40.45081297,0,,,,,,,,
14939393.94,14904.062,466.1952662,40.43979444,0,,,,,,,,
15190909.09,14904.062,466.1677784,40.42877775,0,,,,,,,,
15442424.24,14904.062,466.1402385,40.4177629,0,,,,,,,,
15693939.39,14904.062,466.1126469,40.40674987,0,,,,,,,,
15945454.55,14904.062,466.0850036,40.39573867,0,,,,,,,,
16196969.7,14904.062,466.0573088,40.38472928,0,,,,,,,,
16448484.85,14904.062,466.0295627,40.37372172,0,,,,,,,,
16700000,14904.062,466.0017655,40.36271596,0,,,,,,,,
16951515.15,14904.062,465.9739173,40.351712,0,,,,,,,,
17203030.3,14904.062,465.9460183,40.34070985,0,,,,,,,,
17454545.45,14904.062,465.9180688,40.32970948,0,,,,,,,,
17706060.61,14904.062,465.8900688,40.31871091,0,,,,,,,,
17957575.76,14904.062,465.8620185,40.30771412,0,,,,,,,,
18209090.91,14904.062,465.8339182,40.29671912,0,,,,,,,,
18460606.06,14904.062,465.8057679,40.28572588,0,,,,,,,,
18712121.21,14904.062,465.7775678,40.27473442,0,,,,,,,,
18963636.36,14904.062,465.7493182,40.26374472,0,,,,,,,,
19215151.52,14904.062,465.7210191,40.25275679,0,,,,,,,,
19466666.67,14904.062,465.6926707,40.2417706,0,,,,,,,,
19718181.82,14904.062,465.6642732,40.23078617,0,,,,,,,,
19969696.97,14904.062,465.6358268,40.21980349,0,,,,,,,,
20221212.12,14904.062,465.6073316,40.20882255,0,,,,,,,,
20472727.27,14904.062,465.5787878,40.19784334,0,,,,,,,,
20724242.42,14904.062,465.5501955,40.18686587,0,,,,,,,,
20975757.58,14904.062,465.521555,40.17589012,0,,,,,,,,
21227272.73,14904.062,465.4928662,40.16491609,0,,,,,,,,
21478787.88,14904.062,465.4641295,40.15394379,0,,,,,,,,
21730303.03,14904.062,465.435345,40.14297319,0,,,,,,,,
21981818.18,14904.062,465.4065128,40.13200431,0,,,,,,,,
22233333.33,14904.062,465.3776331,40.12103713,0,,,,,,,,
22484848.48,14904.062,465.348706,40.11007165,0,,,,,,,,
22736363.64,14904.062,465.3197318,40.09910786,0,,,,,,,,
22987878.79,14904.062,465.2907104,40.08814577,0,,,,,,,,
23239393.94,14904.062,465.2616422,40.07718536,0,,,,,,,,
23490909.09,14904.062,465.2325272,40.06622663,0,,,,,,,,
23742424.24,14904.062,465.2033656,40.05526958,0,,,,,,,,
23993939.39,14904.062,465.1741576,40.0443142,0,,,,,,,,
24245454.55,14904.062,465.1449033,40.03336049,0,,,,,,,,
24496969.7,14904.062,465.1156028,40.02240844,0,,,,,,,,
24748484.85,14904.062,465.0862563,40.01145805,0,,,,,,,,
25000000,14904.062,465.056864,40.00050932,0,,,,,,,,
100000,15553.02274,372.7591556,45.01601789,0.197483458,,,,,,,,
351515.1515,15553.02274,412.1621642,43.31672494,0.129654061,,,,,,,,
603030.303,15553.02274,432.1752782,42.82726857,0.092120906,,,,,,,,
854545.4545,15553.02274,446.3109408,42.60242227,0.063974715,,,,,,,,
1106060.606,15553.02274,457.4560519,42.48684483,0.04063247,,,,,,,,
1357575.758,15553.02274,466.7566801,42.42805975,0.020249234,,,,,,,,
1609090.909,15553.02274,474.7933665,42.402698,0.001880625,,,,,,,,
1860606.061,15553.02274,475.5784681,42.39152659,0,,,,,,,,
2112121.212,15553.02274,475.5567396,42.38047465,0,,,,,,,,
2363636.364,15553.02274,475.5349399,42.36942503,0,,,,,,,,
2615151.515,15553.02274,475.5130694,42.35837773,0,,,,,,,,
2866666.667,15553.02274,475.4911283,42.34733274,0,,,,,,,,
3118181.818,15553.02274,475.4691168,42.33629005,0,,,,,,,,
3369696.97,15553.02274,475.4470353,42.32524967,0,,,,,,,,
3621212.121,15553.02274,475.4248841,42.31421158,0,,,,,,,,
3872727.273,15553.02274,475.4026633,42.30317577,0,,,,,,,,
4124242.424,15553.02274,475.3803734,42.29214224,0,,,,,,,,
4375757.576,15553.02274,475.3580145,42.28111099,0,,,,,,,,
4627272.727,15553.02274,475.335587,42.270082,0,,,,,,,,
4878787.879,15553.02274,475.3130911,42.25905527,0,,,,,,,,
5130303.03,15553.02274,475.290527,42.24803079,0,,,,,,,,
5381818.182,15553.02274,475.2678951,42.23700856,0,,,,,,,,
5633333.333,15553.02274,475.2451956,42.22598856,0,,,,,,,,
5884848.485,15553.02274,475.2224288,42.2149708,0,,,,,,,,
6136363.636,15553.02274,475.1995949,42.20395526,0,,,,,,,,
6387878.788,15553.02274,475.1766942,42.19294195,0,,,,,,,,
6639393.939,15553.02274,475.1537269,42.18193085,0,,,,,,,,
6890909.091,15553.02274,475.1306933,42.17092195,0,,,,,,,,
7142424.242,15553.02274,475.1075937,42.15991526,0,,,,,,,,
7393939.394,15553.02274,475.0844283,42.14891076,0,,,,,,,,
7645454.545,15553.02274,475.0611974,42.13790845,0,,,,,,,,
7896969.697,15553.02274,475.0379012,42.12690832,0,,,,,,,,
8148484.848,15553.02274,475.0145399,42.11591036,0,,,,,,,,
8400000,15553.02274,474.9911139,42.10491458,0,,,,,,,,
8651515.152,15553.02274,474.9676233,42.09392096,0,,,,,,,,
8903030.303,15553.02274,474.9440684,42.08292949,0,,,,,,,,
9154545.455,15553.02274,474.9204495,42.07194018,0,,,,,,,,
9406060.606,15553.02274,474.8967667,42.06095301,0,,,,,,,,
9657575.758,15553.02274,474.8730204,42.04996797,0,,,,,,,,
9909090.909,15553.02274,474.8492107,42.03898508,0,,,,,,,,
10160606.06,15553.02274,474.8253379,42.0280043,0,,,,,,,,
10412121.21,15553.02274,474.8014023,42.01702565,0,,,,,,,,
10663636.36,15553.02274,474.777404,42.00604911,0,,,,,,,,
10915151.52,15553.02274,474.7533434,41.99507469,0,,,,,,,,
11166666.67,15553.02274,474.7292206,41.98410236,0,,,,,,,,
11418181.82,15553.02274,474.7050358,41.97313213,0,,,,,,,,
11669696.97,15553.02274,474.6807893,41.96216399,0,,,,,,,,
11921212.12,15553.02274,474.6564814,41.95119794,0,,,,,,,,
12172727.27,15553.02274,474.6321122,41.94023396,0,,,,,,,,
12424242.42,15553.02274,474.607682,41.92927206,0,,,,,,,,
12675757.58,15553.02274,474.5831909,41.91831222,0,,,,,,,,
12927272.73,15553.02274,474.5586393,41.90735445,0,,,,,,,,
13178787.88,15553.02274,474.5340274,41.89639873,0,,,,,,,,
13430303.03,15553.02274,474.5093553,41.88544506,0,,,,,,,,
13681818.18,15553.02274,474.4846232,41.87449343,0,,,,,,,,
13933333.33,15553.02274,474.4598315,41.86354385,0,,,,,,,,
14184848.48,15553.02274,474.4349803,41.8525963,0,,,,,,,,
14436363.64,15553.02274,474.4100698,41.84165077,0,,,,,,,,
14687878.79,15553.02274,474.3851002,41.83070726,0,,,,,,,,
14939393.94,15553.02274,474.3600718,41.81976578,0,,,,,,,,
15190909.09,15553.02274,474.3349848,41.8088263,0,,,,,,,,
15442424.24,15553.02274,474.3098394,41.79788882,0,,,,,,,,
15693939.39,15553.02274,474.2846357,41.78695335,0,,,,,,,,
15945454.55,15553.02274,474.259374,41.77601987,0,,,,,,,,
16196969.7,15553.02274,474.2340545,41.76508837,0,,,,,,,,
16448484.85,15553.02274,474.2086774,41.75415886,0,,,,,,,,
16700000,15553.02274,474.183243,41.74323133,0,,,,,,,,
16951515.15,15553.02274,474.1577513,41.73230577,0,,,,,,,,
17203030.3,15553.02274,474.1322026,41.72138217,0,,,,,,,,
17454545.45,15553.02274,474.1065972,41.71046054,0,,,,,,,,
17706060.61,15553.02274,474.0809352,41.69954086,0,,,,,,,,
17957575.76,15553.02274,474.0552168,41.68862313,0,,,,,,,,
18209090.91,15553.02274,474.0294422,41.67770735,0,,,,,,,,
18460606.06,15553.02274,474.0036116,41.6667935,0,,,,,,,,
18712121.21,15553.02274,473.9777252,41.65588159,0,,,,,,,,
18963636.36,15553.02274,473.9517832,41.64497161,0,,,,,,,,
19215151.52,15553.02274,473.9257858,41.63406355,0,,,,,,,,
19466666.67,15553.02274,473.8997331,41.62315741,0,,,,,,,,
19718181.82,15553.02274,473.8736255,41.61225318,0,,,,,,,,
19969696.97,15553.02274,473.847463,41.60135087,0,,,,,,,,
20221212.12,15553.02274,473.8212459,41.59045045,0,,,,,,,,
20472727.27,15553.02274,473.7949743,41.57955193,0,,,,,,,,
20724242.42,15553.02274,473.7686484,41.5686553,0,,,,,,,,
20975757.58,15553.02274,473.7422685,41.55776056,0,,,,,,,,
21227272.73,15553.02274,473.7158346,41.54686771,0,,,,,,,,
21478787.88,15553.02274,473.689347,41.53597673,0,,,,,,,,
21730303.03,15553.02274,473.6628059,41.52508762,0,,,,,,,,
21981818.18,15553.02274,473.6362115,41.51420038,0,,,,,,,,
22233333.33,15553.02274,473.6095638,41.503315,0,,,,,,,,
22484848.48,15553.02274,473.5828632,41.49243147,0,,,,,,,,
22736363.64,15553.02274,473.5561098,41.4815498,0,,,,,,,,
22987878.79,15553.02274,473.5293038,41.47066998,0,,,,,,,,
23239393.94,15553.02274,473.5024452,41.45979199,0,,,,,,,,
23490909.09,15553.02274,473.4755345,41.44891585,0,,,,,,,,
23742424.24,15553.02274,473.4485716,41.43804153,0,,,,,,,,
23993939.39,15553.02274,473.4215568,41.42716905,0,,,,,,,,
24245454.55,15553.02274,473.3944902,41.41629838,0,,,,,,,,
24496969.7,15553.02274,473.3673721,41.40542953,0,,,,,,,,
24748484.85,15553.02274,473.3402025,41.3945625,0,,,,,,,,
